code,direct,opentime,openprice,closetime,closeprice,qty,profit,totalprofit,entertag,exittag,openbarno,closebarno
SZSE.ETF.159919,SHORT,202308280956,3.956,202308280958,3.954,100,20,20,,,2,4
SZSE.ETF.159919,LONG,202308280958,3.954,202308281001,3.956,100,20,40,,,4,7
SZSE.ETF.159919,SHORT,202308281001,3.956,202308281003,3.957,100,-10,30,,,7,9
SZSE.ETF.159919,LONG,202308281003,3.957,202308281006,3.961,100,40,70,,,9,12
SZSE.ETF.159919,SHORT,202308281006,3.961,202308281012,3.942,100,190,260,,,12,18
SZSE.ETF.159919,LONG,202308281012,3.942,202308281014,3.945,100,30,290,,,18,20
SZSE.ETF.159919,SHORT,202308281014,3.945,202308281016,3.946,100,-10,280,,,20,22
SZSE.ETF.159919,LONG,202308281016,3.946,202308281018,3.944,100,-20,260,,,22,24
SZSE.ETF.159919,SHORT,202308281018,3.944,202308281019,3.946,100,-20,240,,,24,25
SZSE.ETF.159919,SHORT,202308281020,3.936,202308281022,3.936,100,-0,240,,,26,28
SZSE.ETF.159919,LONG,202308281022,3.936,202308281023,3.932,100,-40,200,,,28,29
SZSE.ETF.159919,SHORT,202308281023,3.932,202308281024,3.931,100,10,210,,,29,30
SZSE.ETF.159919,LONG,202308281026,3.933,202308281028,3.935,100,20,230,,,32,34
SZSE.ETF.159919,LONG,202308281031,3.942,202308281033,3.938,100,-40,190,,,37,39
SZSE.ETF.159919,SHORT,202308281033,3.938,202308281034,3.94,100,-20,170,,,39,40
SZSE.ETF.159919,LONG,202308281034,3.94,202308281035,3.937,100,-30,140,,,40,41
SZSE.ETF.159919,SHORT,202308281035,3.937,202308281036,3.941,100,-40,100,,,41,42
SZSE.ETF.159919,LONG,202308281036,3.941,202308281037,3.943,100,20,120,,,42,43
SZSE.ETF.159919,SHORT,202308281038,3.941,202308281039,3.945,100,-40,80,,,44,45
SZSE.ETF.159919,LONG,202308281039,3.945,202308281041,3.949,100,40,120,,,45,47
SZSE.ETF.159919,SHORT,202308281041,3.949,202308281042,3.951,100,-20,100,,,47,48
SZSE.ETF.159919,LONG,202308281042,3.951,202308281044,3.948,100,-30,70,,,48,50
SZSE.ETF.159919,SHORT,202308281044,3.948,202308281045,3.95,100,-20,50,,,50,51
SZSE.ETF.159919,LONG,202308281045,3.95,202308281046,3.949,100,-10,40,,,51,52
SZSE.ETF.159919,SHORT,202308281046,3.949,202308281047,3.953,100,-40,-2.21831e-11,,,52,53
SZSE.ETF.159919,LONG,202308281047,3.953,202308281048,3.949,100,-40,-40,,,53,54
SZSE.ETF.159919,LONG,202308281049,3.951,202308281050,3.948,100,-30,-70,,,55,56
SZSE.ETF.159919,LONG,202308281054,3.958,202308281055,3.954,100,-40,-110,,,60,61
SZSE.ETF.159919,SHORT,202308281055,3.954,202308281056,3.95,100,40,-70,,,61,62
SZSE.ETF.159919,LONG,202308281059,3.947,202308281100,3.946,100,-10,-80,,,65,66
SZSE.ETF.159919,SHORT,202308281100,3.946,202308281101,3.948,100,-20,-100,,,66,67
SZSE.ETF.159919,LONG,202308281101,3.948,202308281102,3.948,100,0,-100,,,67,68
SZSE.ETF.159919,SHORT,202308281102,3.948,202308281104,3.941,100,70,-30,,,68,70
SZSE.ETF.159919,LONG,202308281110,3.944,202308281112,3.942,100,-20,-50,,,76,78
SZSE.ETF.159919,LONG,202308281115,3.939,202308281116,3.943,100,40,-10,,,81,82
SZSE.ETF.159919,SHORT,202308281121,3.934,202308281122,3.94,100,-60,-70,,,87,88
SZSE.ETF.159919,SHORT,202308281126,3.937,202308281127,3.935,100,20,-50,,,92,93
SZSE.ETF.159919,LONG,202308281128,3.937,202308281129,3.936,100,-10,-60,,,94,95
SZSE.ETF.159919,SHORT,202308281129,3.936,202308281130,3.936,100,-0,-60,,,95,96
SZSE.ETF.159919,LONG,202308281130,3.936,202308281302,3.926,100,-100,-160,,,96,99
SZSE.ETF.159919,SHORT,202308281302,3.926,202308281303,3.925,100,10,-150,,,99,100
SZSE.ETF.159919,LONG,202308281329,3.902,202308281330,3.906,100,40,-110,,,125,126
SZSE.ETF.159919,LONG,202308281443,3.892,202308281444,3.893,100,10,-100,,,199,200
SZSE.ETF.159919,LONG,202308281445,3.881,202308281447,3.903,100,220,120,,,201,204
SZSE.ETF.159919,SHORT,202308281447,3.903,202308281449,3.904,100,-10,110,,,204,205
SZSE.ETF.159919,LONG,202308281449,3.904,202308281450,3.886,100,-180,-70,,,205,206
SZSE.ETF.159919,SHORT,202308281450,3.886,202308281455,3.892,100,-60,-130,,,206,211
SZSE.ETF.159919,LONG,202308281455,3.892,202308281457,3.894,100,20,-110,,,211,213
SZSE.ETF.159919,SHORT,202308281457,3.894,202308281458,3.894,100,-0,-110,,,213,214
